,기준년월(STD_YM),성별코드(SEX_CD),연령대코드(AGE_CD),시간대코드(TIME_CD),구매_고객수(ACC_CNT),구매건수(PURH_CNT),구매금액(PURH_AMT),구매지역(PURH_AREA),구매_시도명(P_SIDO_NM),구매_시군구명(P_SIGNGU_NM),구매_읍면동명(P_EMD_NM),세부분류코드(DETAL_CLASS_CD),세부분류명(DETAL_CLASS_NM),통계청분류코드(STAT_CLASS_CD),통계청분류명(STAT_CLASS_NM),구매자지역(BUYER_AREA),구매자_시도명(B_SIDO_NM),구매자_시군구명(B_SIGNGU_NM),구매자_읍면동명(B_EMD_NM)
63,201911,1,6,4,1,1,1000,11560535.0,서울특별시,영등포구,영등포동,1011106.0,수산소재류(냉동),A,식료품 및 비주류음료,,,,
64,201912,2,3,4,1,2,4000,11350621.0,서울특별시,노원구,중계1동,1011604.0,유부,A,식료품 및 비주류음료,,,,
65,201908,2,5,3,1,1,4000,11320690.0,서울특별시,도봉구,방학제1동,1010205.0,소스류,A,식료품 및 비주류음료,,,,
66,201910,2,5,3,1,1,4000,41310.0,경기도,구리시,,1070106.0,엽채류,A,식료품 및 비주류음료,,,,
67,201803,2,3,4,1,2,3000,11710680.0,서울특별시,송파구,잠실3동,1090201.0,어포류,A,식료품 및 비주류음료,,,,
68,201807,2,4,5,1,1,5000,11230560.0,서울특별시,동대문구,전농제1동,1011604.0,유부,A,식료품 및 비주류음료,,,,
69,201909,2,4,5,1,1,2000,11710642.0,서울특별시,송파구,문정2동,1100101.0,담배,B,주류 및 담배,,,,
70,201801,2,6,5,1,2,2000,11380530.0,서울특별시,은평구,불광제2동,1011102.0,튀김류,A,식료품 및 비주류음료,,,,
71,201807,2,4,3,1,2,11000,11380690.0,서울특별시,은평구,진관동,1080101.0,맥주,B,주류 및 담배,,,,
72,201909,2,2,4,1,4,8000,11290660.0,서울특별시,성북구,길음제1동,1070201.0,달걀,A,식료품 및 비주류음료,,,,
73,201809,1,4,3,1,3,7000,11545610.0,서울특별시,금천구,독산제1동,1080102.0,소주,B,주류 및 담배,,,,
74,201912,1,2,6,1,1,34000,11650530.0,서울특별시,서초구,서초3동,1060101.0,드링크발효유,A,식료품 및 비주류음료,,,,
75,201912,2,3,3,1,2,1000,11350625.0,서울특별시,노원구,중계2.3동,9029999.0,기타패션잡화,C,의류 및 신발,,,,
76,201903,2,3,2,2,1,7000,11710647.0,서울특별시,송파구,위례동,3020101.0,바디클렌저,L,기타 상품 및 서비스,,,,
77,201905,2,5,4,1,3,1000,11545610.0,서울특별시,금천구,독산제1동,1011703.0,부침가루,A,식료품 및 비주류음료,,,,
78,201908,2,2,3,1,2,1000,50110.0,제주특별자치도,제주시,,1010708.0,봉지라면,A,식료품 및 비주류음료,,,,
79,201804,1,4,6,1,1,4000,11500570.0,서울특별시,강서구,화곡제4동,1070201.0,달걀,A,식료품 및 비주류음료,,,,
80,201909,2,3,6,1,2,3000,41310.0,경기도,구리시,,1010709.0,용기라면,A,식료품 및 비주류음료,,,,
81,201801,1,3,6,1,1,1000,11200690.0,서울특별시,성동구,성수2가제3동,1010512.0,들기름,A,식료품 및 비주류음료,,,,
82,201910,2,5,5,1,2,4000,11380530.0,서울특별시,은평구,불광제2동,1058899.0,음료기획세트,A,식료품 및 비주류음료,,,,
83,201902,2,4,6,1,1,5000,11560610.0,서울특별시,영등포구,양평제1동,1060101.0,드링크발효유,A,식료품 및 비주류음료,,,,
84,201806,2,6,5,1,1,5000,44270.0,충청남도,당진시,,1080101.0,맥주,B,주류 및 담배,,,,
85,201910,2,3,5,1,1,1000,11710710.0,서울특별시,송파구,잠실6동,1010999.0,기타간편가정식/편이식,A,식료품 및 비주류음료,,,,
86,201809,1,5,3,1,1,1000,11380690.0,서울특별시,은평구,진관동,1070108.0,조미채소,A,식료품 및 비주류음료,,,,
87,201907,2,3,4,1,1,2000,11215870.0,서울특별시,광진구,구의제3동,1020708.0,과일젤리류,A,식료품 및 비주류음료,,,,
88,201805,2,3,4,3,1,3000,11530530.0,서울특별시,구로구,구로제2동,1999999.0,기타식품,A,식료품 및 비주류음료,,,,
89,201801,2,7,2,1,1,7000,11710570.0,서울특별시,송파구,오금동,1011309.0,다시마,A,식료품 및 비주류음료,,,,
90,201812,2,5,6,1,1,6000,41113.0,경기도,수원시 권선구,,3030205.0,뷰러,L,기타 상품 및 서비스,,,,
91,201906,2,3,5,1,2,2000,11500620.0,서울특별시,강서구,공항동,5010199.0,기타조리도구,E,가정용품 및 가사 서비스,,,,
92,201910,2,4,5,1,1,8000,11560535.0,서울특별시,영등포구,영등포동,1100101.0,담배,B,주류 및 담배,,,,
93,201907,2,6,3,1,1,3000,11230560.0,서울특별시,동대문구,전농제1동,1010207.0,물엿,A,식료품 및 비주류음료,,,,
94,201810,1,6,5,1,1,6000,41590.0,경기도,화성시,,1060103.0,호상발효유,A,식료품 및 비주류음료,,,,
95,201905,1,3,3,1,1,10000,11350621.0,서울특별시,노원구,중계1동,1011501.0,어묵,A,식료품 및 비주류음료,,,,
96,201807,1,4,5,1,2,3000,11380690.0,서울특별시,은평구,진관동,1011106.0,수산소재류(냉동),A,식료품 및 비주류음료,,,,
97,201812,1,3,5,1,6,3000,11680580.0,서울특별시,강남구,삼성1동,1050205.0,채소음료,A,식료품 및 비주류음료,,,,
98,201810,1,3,6,1,1,4000,11215870.0,서울특별시,광진구,구의제3동,1020301.0,소프트비스켓,A,식료품 및 비주류음료,,,,
99,201802,2,4,4,1,2,6000,41150.0,경기도,의정부시,,1050801.0,생수,A,식료품 및 비주류음료,,,,
100,201901,2,5,5,1,1,6000,11500640.0,서울특별시,강서구,방화제2동,1050403.0,커피믹스,A,식료품 및 비주류음료,,,,
101,201810,2,5,5,1,1,7000,11650540.0,서울특별시,서초구,잠원동,1020599.0,기타반생케익류,A,식료품 및 비주류음료,,,,
102,201809,2,4,3,1,2,5000,11305610.0,서울특별시,강북구,수유1동,5020205.0,쓰레기봉투,E,가정용품 및 가사 서비스,,,,
103,201904,2,4,5,1,2,4000,43130.0,충청북도,충주시,,1050203.0,100%과즙음료,A,식료품 및 비주류음료,,,,
104,201907,2,5,4,1,1,31000,11530530.0,서울특별시,구로구,구로제2동,1060102.0,액상발효유,A,식료품 및 비주류음료,,,,
105,201807,1,5,5,1,1,1000,11350621.0,서울특별시,노원구,중계1동,3039901.0,이미용소품,L,기타 상품 및 서비스,,,,
106,201909,2,5,2,1,1,2000,11710642.0,서울특별시,송파구,문정2동,3010402.0,립글로스,L,기타 상품 및 서비스,,,,
107,201904,2,2,4,1,2,6000,11350621.0,서울특별시,노원구,중계1동,1010799.0,기타면류,A,식료품 및 비주류음료,,,,
108,201901,1,5,5,2,1,3000,11170560.0,서울특별시,용산구,원효로제1동,1011101.0,만두류,A,식료품 및 비주류음료,,,,
109,201808,1,5,5,1,1,12000,11215870.0,서울특별시,광진구,구의제3동,1050302.0,컵/PET커피,A,식료품 및 비주류음료,,,,
110,201910,2,6,5,1,3,6000,11500570.0,서울특별시,강서구,화곡제4동,1020204.0,젤리,A,식료품 및 비주류음료,,,,
111,201808,2,7,5,1,2,9000,11560610.0,서울특별시,영등포구,양평제1동,1050613.0,식혜/수정과,A,식료품 및 비주류음료,,,,
112,201908,1,5,4,1,1,4000,11350621.0,서울특별시,노원구,중계1동,1011107.0,축산소재류(냉장/냉동),A,식료품 및 비주류음료,,,,
113,201805,2,5,4,1,2,1000,11710710.0,서울특별시,송파구,잠실6동,1020799.0,기타과자류,A,식료품 및 비주류음료,,,,
114,201909,2,6,3,1,1,3000,11710670.0,서울특별시,송파구,잠실2동,1011501.0,어묵,A,식료품 및 비주류음료,,,,
115,201806,2,2,4,1,7,36000,11710680.0,서울특별시,송파구,잠실3동,1050302.0,컵/PET커피,A,식료품 및 비주류음료,,,,
116,201901,2,4,4,1,2,12000,29140.0,광주광역시,서구,,1070201.0,달걀,A,식료품 및 비주류음료,,,,
117,201912,1,5,4,1,1,8000,11545610.0,서울특별시,금천구,독산제1동,1070106.0,엽채류,A,식료품 및 비주류음료,,,,
118,201807,2,3,2,1,2,11000,11710642.0,서울특별시,송파구,문정2동,1011809.0,조리냉장탕류,A,식료품 및 비주류음료,,,,
119,201910,2,6,6,1,1,5000,11410620.0,서울특별시,서대문구,홍제제1동,1011006.0,반찬류,A,식료품 및 비주류음료,,,,
120,201809,1,3,4,1,1,23000,11350630.0,서울특별시,노원구,상계1동,1011808.0,간편식육제품류,A,식료품 및 비주류음료,,,,
121,201808,2,6,6,1,2,9000,11230660.0,서울특별시,동대문구,장안제2동,1010604.0,캔햄류,A,식료품 및 비주류음료,,,,
122,201812,2,4,4,1,13,8000,11560610.0,서울특별시,영등포구,양평제1동,1060201.0,후레쉬우유,A,식료품 및 비주류음료,,,,
123,201912,2,3,5,1,1,7000,11680720.0,서울특별시,강남구,일원본동,1050801.0,생수,A,식료품 및 비주류음료,,,,
124,201806,2,2,4,1,1,12000,11650531.0,서울특별시,서초구,서초4동,1059999.0,기타음료,A,식료품 및 비주류음료,,,,
125,201805,2,5,4,1,1,6000,11530530.0,서울특별시,구로구,구로제2동,1070109.0,과수,A,식료품 및 비주류음료,,,,
126,201912,2,3,3,1,2,2000,11560610.0,서울특별시,영등포구,양평제1동,1010999.0,기타간편가정식/편이식,A,식료품 및 비주류음료,,,,
127,201904,2,4,5,1,1,2000,11380690.0,서울특별시,은평구,진관동,1100101.0,담배,B,주류 및 담배,,,,
128,201909,2,5,5,1,1,7000,11710600.0,서울특별시,송파구,석촌동,1030104.0,조리빵류,A,식료품 및 비주류음료,,,,
129,201908,1,4,6,2,1,4000,11350621.0,서울특별시,노원구,중계1동,1060103.0,호상발효유,A,식료품 및 비주류음료,,,,
130,201902,2,6,5,1,1,2000,11545610.0,서울특별시,금천구,독산제1동,1070399.0,기타수산물,A,식료품 및 비주류음료,,,,
131,201811,2,4,5,1,1,8000,11710580.0,서울특별시,송파구,송파1동,1020602.0,감자스낵,A,식료품 및 비주류음료,,,,
132,201808,2,6,3,1,3,1000,11500620.0,서울특별시,강서구,공항동,1010904.0,편이간편식류,A,식료품 및 비주류음료,,,,
133,201807,1,3,4,1,1,3000,11380625.0,서울특별시,은평구,역촌동,1080101.0,맥주,B,주류 및 담배,,,,
134,201904,2,7,4,1,1,2000,11710710.0,서울특별시,송파구,잠실6동,1070203.0,새알기타류,A,식료품 및 비주류음료,,,,
135,201806,1,6,6,1,1,5000,11410660.0,서울특별시,서대문구,홍은제1동,1058899.0,음료기획세트,A,식료품 및 비주류음료,,,,
136,201910,2,6,6,1,1,2000,11230560.0,서울특별시,동대문구,전농제1동,1070304.0,미가공해조류,A,식료품 및 비주류음료,,,,
137,201904,2,4,2,1,2,1000,11710642.0,서울특별시,송파구,문정2동,1010904.0,편이간편식류,A,식료품 및 비주류음료,,,,
138,201904,2,3,3,1,3,5000,11290555.0,서울특별시,성북구,삼선동,1050801.0,생수,A,식료품 및 비주류음료,,,,
139,201909,2,6,6,1,2,4000,11200570.0,서울특별시,성동구,행당제2동,1020602.0,감자스낵,A,식료품 및 비주류음료,,,,
140,201803,2,5,5,1,2,2000,11350612.0,서울특별시,노원구,하계2동,1011101.0,만두류,A,식료품 및 비주류음료,,,,
141,201809,2,4,6,1,1,13000,11215870.0,서울특별시,광진구,구의제3동,1011199.0,기타냉동식품,A,식료품 및 비주류음료,,,,
142,201812,1,4,5,1,1,8000,11320690.0,서울특별시,도봉구,방학제1동,1011107.0,축산소재류(냉장/냉동),A,식료품 및 비주류음료,,,,
143,201904,2,6,5,1,2,11000,11320690.0,서울특별시,도봉구,방학제1동,5010704.0,일회용위생장갑,E,가정용품 및 가사 서비스,,,,
144,201811,2,6,4,1,1,4000,11710620.0,서울특별시,송파구,가락본동,5010402.0,씽크대소품,E,가정용품 및 가사 서비스,,,,
145,201905,2,2,5,1,1,1000,41463.0,경기도,용인시 기흥구,,1020603.0,소맥스낵,A,식료품 및 비주류음료,,,,
146,201910,2,3,5,1,1,8000,11710710.0,서울특별시,송파구,잠실6동,1069902.0,치즈,A,식료품 및 비주류음료,,,,
147,201903,2,3,4,1,1,15000,11290780.0,서울특별시,성북구,장위제3동,1110104.0,일식,A,식료품 및 비주류음료,,,,
148,201912,2,6,5,1,1,1000,11170560.0,서울특별시,용산구,원효로제1동,5010304.0,유아캐릭터식기,E,가정용품 및 가사 서비스,,,,
149,201805,2,4,6,1,1,6000,11380530.0,서울특별시,은평구,불광제2동,3010799.0,기타유아동스킨케어,L,기타 상품 및 서비스,,,,
150,201901,2,4,5,1,4,6000,11350621.0,서울특별시,노원구,중계1동,1010206.0,설탕,A,식료품 및 비주류음료,,,,
151,201907,2,2,5,1,2,52000,11530530.0,서울특별시,구로구,구로제2동,5030504.0,원예소품,E,가정용품 및 가사 서비스,,,,
152,201808,1,4,5,1,1,3000,11650581.0,서울특별시,서초구,반포4동,1011601.0,일반두부,A,식료품 및 비주류음료,,,,
153,201906,2,4,5,1,1,5000,11170530.0,서울특별시,용산구,남영동,1070101.0,쌀류,A,식료품 및 비주류음료,,,,
154,201910,1,5,3,1,2,20000,11680590.0,서울특별시,강남구,삼성2동,1080102.0,소주,B,주류 및 담배,,,,
155,201806,1,6,2,1,5,2000,41310.0,경기도,구리시,,1011107.0,축산소재류(냉장/냉동),A,식료품 및 비주류음료,,,,
156,201803,2,6,4,1,1,2000,11500570.0,서울특별시,강서구,화곡제4동,1020603.0,소맥스낵,A,식료품 및 비주류음료,,,,
157,201806,1,4,3,1,4,2000,11320690.0,서울특별시,도봉구,방학제1동,1010205.0,소스류,A,식료품 및 비주류음료,,,,
158,201912,2,4,3,1,1,3000,11710670.0,서울특별시,송파구,잠실2동,2010410.0,식기/젖병세정제,E,가정용품 및 가사 서비스,,,,
159,201904,2,4,3,1,1,3000,11305534.0,서울특별시,강북구,삼양동,1030102.0,과자빵류,A,식료품 및 비주류음료,,,,
160,201812,1,4,6,1,1,23000,11500620.0,서울특별시,강서구,공항동,1050101.0,사이다,A,식료품 및 비주류음료,,,,
161,201806,2,3,4,1,1,2000,11230560.0,서울특별시,동대문구,전농제1동,1080101.0,맥주,B,주류 및 담배,,,,
162,201908,2,4,5,1,1,4000,11380690.0,서울특별시,은평구,진관동,2010204.0,섬유유연제,E,가정용품 및 가사 서비스,,,,
163,201807,2,3,4,1,1,3000,11545610.0,서울특별시,금천구,독산제1동,1060103.0,호상발효유,A,식료품 및 비주류음료,,,,
164,201905,2,3,4,1,1,3000,11650530.0,서울특별시,서초구,서초3동,1090202.0,건/견과류,A,식료품 및 비주류음료,,,,
165,201807,2,3,4,1,1,6000,11230570.0,서울특별시,동대문구,전농제2동,1070108.0,조미채소,A,식료품 및 비주류음료,,,,
166,201909,2,3,4,1,1,10000,11710646.0,서울특별시,송파구,장지동,1010514.0,올리브유,A,식료품 및 비주류음료,,,,
167,201804,2,5,5,1,1,3000,11650590.0,서울특별시,서초구,방배본동,1010903.0,삼각김밥류,A,식료품 및 비주류음료,,,,
168,201806,2,3,4,1,1,9000,11350700.0,서울특별시,노원구,상계8동,1020204.0,젤리,A,식료품 및 비주류음료,,,,
169,201906,2,5,3,1,2,5000,11230560.0,서울특별시,동대문구,전농제1동,1011302.0,건멸치류,A,식료품 및 비주류음료,,,,
170,201808,2,4,3,1,1,4000,11500510.0,서울특별시,강서구,염창동,1010708.0,봉지라면,A,식료품 및 비주류음료,,,,
171,201908,2,2,4,1,1,3000,11230560.0,서울특별시,동대문구,전농제1동,1070109.0,과수,A,식료품 및 비주류음료,,,,
172,201812,1,5,4,1,9,5000,11530530.0,서울특별시,구로구,구로제2동,5020205.0,쓰레기봉투,E,가정용품 및 가사 서비스,,,,
173,201906,1,3,4,1,1,2000,11710620.0,서울특별시,송파구,가락본동,7010202.0,워셔액,G,교통,,,,
174,201911,2,5,5,1,2,1000,11230560.0,서울특별시,동대문구,전농제1동,1011108.0,떡갈비/동그랑땡,A,식료품 및 비주류음료,,,,
175,201807,2,3,3,1,1,1000,11350630.0,서울특별시,노원구,상계1동,1011106.0,수산소재류(냉동),A,식료품 및 비주류음료,,,,
176,201806,2,5,5,1,1,7000,11500570.0,서울특별시,강서구,화곡제4동,1010603.0,베이컨류,A,식료품 및 비주류음료,,,,
177,201812,1,6,5,1,1,5000,11530530.0,서울특별시,구로구,구로제2동,1011601.0,일반두부,A,식료품 및 비주류음료,,,,
178,201812,2,3,5,1,2,2000,11560535.0,서울특별시,영등포구,영등포동,1060399.0,기타가공유,A,식료품 및 비주류음료,,,,
179,201903,2,3,5,1,1,47000,11305610.0,서울특별시,강북구,수유1동,1070109.0,과수,A,식료품 및 비주류음료,,,,
180,201904,2,3,3,1,1,3000,28260.0,인천광역시,서구,,1020601.0,옥수수스낵,A,식료품 및 비주류음료,,,,
181,201812,2,5,4,1,3,21000,11305610.0,서울특별시,강북구,수유1동,1050201.0,과립음료,A,식료품 및 비주류음료,,,,
182,201909,2,5,4,1,1,9000,11560535.0,서울특별시,영등포구,영등포동,1011903.0,유아용과자,A,식료품 및 비주류음료,,,,
183,201811,2,4,5,1,2,2000,11560610.0,서울특별시,영등포구,양평제1동,1010707.0,떡국,A,식료품 및 비주류음료,,,,
184,201905,2,4,5,1,17,3000,11140540.0,서울특별시,중구,회현동,1011804.0,가공밥,A,식료품 및 비주류음료,,,,
185,201803,2,7,5,1,2,8000,11710642.0,서울특별시,송파구,문정2동,1011602.0,순두부,A,식료품 및 비주류음료,,,,
186,201809,2,5,5,1,1,54000,11350621.0,서울특별시,노원구,중계1동,1010305.0,청국장,A,식료품 및 비주류음료,,,,
187,201906,2,3,6,1,1,4000,11470640.0,서울특별시,양천구,신정3동,1070109.0,과수,A,식료품 및 비주류음료,,,,
188,201801,2,3,5,1,1,18000,11380690.0,서울특별시,은평구,진관동,1060701.0,초코코코아음료,A,식료품 및 비주류음료,,,,
189,201904,2,4,5,1,1,2000,11230560.0,서울특별시,동대문구,전농제1동,1060103.0,호상발효유,A,식료품 및 비주류음료,,,,
190,201806,1,4,5,1,1,6000,11545610.0,서울특별시,금천구,독산제1동,1010999.0,기타간편가정식/편이식,A,식료품 및 비주류음료,,,,
191,201810,1,5,1,1,1,6000,11545700.0,서울특별시,금천구,시흥제4동,1070105.0,과채류,A,식료품 및 비주류음료,,,,
192,201801,2,6,5,1,1,18000,11410660.0,서울특별시,서대문구,홍은제1동,1020699.0,기타스낵류,A,식료품 및 비주류음료,,,,
